idsubproduto,descricaoproduto,flaginativo,idsecao,idgrupo,idsubgrupo,descrsecao,descrgrupo,descrsubgrupo
11686,#CILINDRO AVULSO SUPERIOR P/LEV-30 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
52049,#CONJUNTO CILINDRO ARRASTE MPS500 (06917) - G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11682,#COROA S/RIM LEV-30 32D (128) - ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
44757,#EIXO ARRASTE ZAMAQ (2654) - ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11498,#ENGREN.12D P/LEV-30 SF-30 ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
39327,#ENGRENAGEM FIBRA PZ CIL. EIXO QUADR. EFP15CILQ - RIC,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11585,#LATERAL DIR/ESQ LEV-30 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53388,#MANCAL ESQUERDO (4130100009725) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13612,#MANIPULO P/CILINDRO ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
59286,#MT-BUCHA ACOPLA.MISTA REF.171 C/ REFORÇO REF.392- ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13614,#PE DE APOIO P/CILINDRO ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13688,#SUPORTE RASPADOR ELET.P/CILINDRO LEV-300 ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
47046,BANDEJA INFERIOR CILINDRO CSP600 REF. 04286 GPANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
47980,"BANDEJA INFERIOR CL 390 1,50X620X690 MM  GPANIZ",T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
55710,BANDEJA INFERIOR FRONTAL CS500 INOX (05553) - G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
47044,BANDEJA SUPERIOR CILINDRO CSP600 REF. 04265 GPANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
55708,BANDEJA SUPERIOR CS500 INOX (05554) - G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53380,CAME REGULADOR DOS ROLOS (8160139009828) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
77423,CHICOTE LIGACAO COM ESCOVAS AD P528 - SARO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
40333,CONJ DO ROLO SUPERIOR REF: 8.16.01.50009126 - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53097,CONJUNTO CILINDRO ARRASTE MPS350 (05917) - G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
78171,CONJUNTO CILINDRO INFERIOR LAMINADOR 28CM - ANODILAR,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
78169,CONJUNTO CILINDRO SUPEIOR LAMINADOR/MULTIUSO 28CM - ANODILAR,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13656,CORRENTE CL 390/2 580MM G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
8470,CORRENTE CMSE-300 44458 SIEMSEN,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13622,CORRENTE P/CILINDRO CLMIV-39 VENANCIO,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
14230,CORTADOR TALHARIM CT-12 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15446,DO - CONJ. ENGRENAGEM 276CL 390,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15448,DO - CONJUNTO RASPADOR CL300 G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15462,DO - COROA P/ CILINDRO SIEMSEN,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15484,DO - CORRENTE CL390/1 (850 MM) G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15557,"DO - ENGRENAGEM DIRETA MANCAL CL390 3,75X89 MM G.PANIZ",T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15567,"DO - ENGRENAGEM ESQUERDA MANCAL CL390 31,7X99MM G.PANIZ",F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
15589,DO - ENGRENAGEM NYLON Z-46 CB30 BRAESI,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
56065,ENG. FIBRA P/CIL PASTEL 15D EIXO RED. 2080001 - BARTH,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11745,ENGREN.FERRO P/CILINDRO PAS.13D S/CHAVETA 2080005 - BARTH,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11743,ENGREN.FERRO P/CILINDRRO PAS.13D C/CHAVETA 2080004 - BARTH,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11680,ENGREN.FIBRA PAS.CIL/PASTEL 15D BARTH,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
12492,ENGREN.GUIA TENSORA Z-14 CMS-300 SIEMSEN,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11702,ENGREN.P/CILINDRO 500 Z-16 CLIV50 VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13638,ENGREN.TEMPERADA Z14 CL390/450 SIEMSEN,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13686,ENGREN.Z28 CL 390 SUPERIOR G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
47901,ENGRENAGEM 34 DENTES - SOVAR,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
55055,ENGRENAGEM 34 DENTES AM05/15/25 CHAVETA -G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
55053,ENGRENAGEM 41 DENTES AM05/15/25 CHAVETA -G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53396,ENGRENAGEM NODULAZ Z-43 (4130100009803) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13099,ESFERA 5/8"  G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53390,FLANGE DO CL39 MOD.NOVO (4130100009730) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
14227,LATERAL DO CILINDRO LEV-30 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53394,MANCAL ABERTO (4130100009727) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53382,MANCAL DIREITO (4130100009726) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53392,MANCAL FECHADO (4130100009728) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
87608,MANIVELA QUADRADA MIRELLA PR 3105468 - MALTA,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53386,MOLA MANCAIS (4020526896000) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
12951,MOLA SUP.CL 500 G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11605,MOLA TRACAO LEV-30 60X8X1 1224 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
86019,MT-BIELA MENOR INJETADA FP12S 70461 G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
72122,MT-BUCHA ACOPLAMENTO MISTA SF 171/392 ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
72089,MT-BUCHA ACOPLAMENTO QUAD. SF 170/392 ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
85566,MT-CONJ BALANCIN INFERIROR FP12 01542 G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
370,MT-CONJ CILINDRO INFERIOR CS-300 MINI CROMADO 6935 G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
45714,MT-CONJ CILINDRO SUPERIOR CS-300 MINI CROMADO 6936 G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
71047,MT-CONJ LIMPADOR CILINDRO C390 6327G G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
12955,MT-CONJ RASPADOR CL-300 CS MINI 11745 G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
75519,MT-CONJ RASPADOR INFERIOR CS-500 G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
75521,MT-CONJ RASPADOR SUPERIOR CS-500 G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
40629,MT-COROA S/FIM LEVE-30/LI-390 32D C/ REFORÇO 128/1424 ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
42000,MT-ENGREN FIBRA PAS CIL/PASTEL 15D EIXO QUAD,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11494,MT-ENGREN.32D C/REFORCO P/CILINDRO LEV-30 ARKE,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
42002,MT-ENGREN.FERRO P/ AMAC. S-19D COROA C/ CUBO REF.2030022-BAR,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13684,MT-ENGRENAGEM Z14 CS 450 03813 G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
75513,MT-PROTECAO GUIA MASSA DIR CS-500S G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
75515,MT-PROTECAO GUIA MASSA ESQ CS-500S G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
75517,MT-PROTECAO INTERNA CS-500S G.PANIZ,F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
63256,MT-PROTETOR CIL. ACABADO LAMINADOR 28CM BR REF.397-19,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
74850,MT-RASPADOR PLASTICO DOS ROLOS 382 BERMAR,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
72087,MT-REFORCO BUCHA ACOPLAM SF-300 392 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11690,MT-REFORCO COROA 32D. LEV-30 1424 ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
12957,PARAFUSO ALLEN S/CABECA M8 G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
39411,PE APOIO BASE AGR/VITTA 3584 - ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
32318,PENEIRA GROSSA P/MOINHO (02021) - G PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53099,POLIA 2A 250 F25 (00878) - G.PANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
47048,PROTECAO CILINDRO CSP600 REF. 04276 GPANIZ,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53095,"PROTECAO INTERNA CS500 (05530) 2,00X183,80X289,00MM -G.PANIZ",T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
62807,"PROTECAO SUPERIOR CS500 (05519) 1,50X380X520MM - G.PANIZ",F,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11464,RASPADOR INTEIRICO NYLON DO CILINDRO SARO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
25893,REFORCO COROA 32D LEV-30 (1424) - ARKE,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
53384,ROLAMENTO 6202 (4130100006202) - VENANCIO,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13630,ROLO INFERIOR CB-30 CROMADO BRAESI,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
13632,ROLO SUPERIOR CB-30 CROMADO BRAESI,T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
11527,"SEM FIM P/LEV-30 35X45X12,7 1208 ARKE",T,3,76,147,Peças de reposição,Peças para máquinas de panificação,Componentes para cilíndros
22164,#BUCHA  ACOPLAMENTO MISTA  171 - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28846,#BUCHA ACOPLAMENTO ( F. QUADR + F. QUADR ) 170 - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
11688,#BUCHA C/REFORCO ACOPLAMENTO MIXTA SF ARKE,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
11523,#ENGREN.NYLON 9D SOVA FACIL ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
17178,"#ENGRENAGEM CHAVETA 36D FURO 14,5 AU 300 1997G GPANIZ",T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
14225,#LATERAL DA CUBA  MMX 287 - ARKE,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
44759,#LATERAL DA CUBA SF (174) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28858,#TREFILA BISCOITO (1280) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28854,#TREFILA ESPAGUETTI GROSSO (1278) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28850,#TREFILA ESPAGUETTI MEDIO 1276 - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28848,#TREFILA MACARRAO (1274) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28856,#TREFILA MASSA CAPELLETTI (1279) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28852,#TREFILA MASSA TALIADELLE 1277 - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
11551,#TRIFILA P/MASSAS E BISCOITOS P/SF ARKE,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13021,BATEDOR AL ALI-05/07 JATEADO B5406 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
12323,BATEDOR GLOBO BP-12  BRAESI.,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
50229,CJ PA MASSA LEVE ESQUERDA (392936) -  SIEMSEN,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
41986,CONJ. PANELA INOX P/BP12 (08471) - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
12937,CONJ.DEDO SEXTAVADO P/AMASSAD.AR-15 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
34415,CONJUNTO CUBA  AE40L INOX ( REF. 08748 ) G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43304,CONJUNTO EIXO FECHA DIREITO CS500 - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43302,CONJUNTO EIXO FECHA ESQUERDO CS500 - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
48152,CONJUNTO GRADE ARV-150 (16601G) - G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
46386,CONTATOR CW07-10 220V 50/60HZ PROGAS,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
76520,CORRENTE AE 25/2 (880MM)(ABERTA),T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28864,CRUZETA N9 (262) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13131,DEBRUM BORRACHA 6143 AR15/AR25 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
17174,DEBRUM TIPO L 06054 02078 GPANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28862,DISCO DO MOEDOR (1392) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
15502,DO - MANGUEIRA DE BORRACHA ESTRIADA LIEME,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
15636,DO - SUPORTE P/TREFILA DE MACARRAO LIEME,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
31207,DO-RASPADOR PLASTICO DOS ROLOS (382) - BERMAR,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13007,EIXO MANCAL AR 15 G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
12321,EIXO MANCAL BATEDOR ALI-07 CROMADO BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
12319,EIXO MANCAL FIXO ALI-07 CROMADO BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
76526,EMENDA P/ CORRENTE ASA 40/1,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13013,ENCOSTO PANELA AE PP 47MM G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
12325,ENGRE NYLOEN Z 46 HELICOIDAL ALI-25 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13077,ENGREN.NYLON Z 36 HELICOIDAL ALI-25 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
24677,ENGRENAGEM ALUM. 76X24MM (3040) - MAQENGE,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
27744,ENGRENAGEM ALUM. 82X24MM (3030) - MAQENGE,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
17180,"ENGRENAGEM CHAVETA F14,05 44D MBI05 1998G GPANIZ",T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
76524,ENGRENAGEM PINHAO Z 16/Z 54AE 15/25/40 - G PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
76522,ENGRENAGEM Z 54 AE 15/25/40L,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43314,FECHAMENTO EIXO ABERT MANCAL FIXO - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13009,FLANGE MAIOR AR-15 001 AL G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13005,FLANGE MAIOR AR-25 G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
17176,FLANGE MENOR AR 25/002 - AL 00119 GPANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13011,FLANGE MENOR AR-15 002 AL G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13003,FLANGE MENOR AR-25 002 AL G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43318,FUSO HELICOIDAL DIREITO CS 500 - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43308,FUSO HELICOIDAL ESQUERDO CS500 - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
44653,GAVETA DIVISORA (01770) P/ DV-30  - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43120,HASTE 5/16 X85 MM INOX - SOVAR,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
12327,MANCAL AR-15 CROMADO BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13097,MANCAL BATEDOR ALI-07 MONTADO B4286 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
14763,MANCAL DUPLO MONTADO 22AR - CAF,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
13095,MANCAL FIXO ALI-07 MONTADO B5216 BRAESI,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43320,MANCAL FIXO DIREITO CS500 - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43306,MANCAL FIXO ESQUERDO CS500  - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43310,MANCAL MOVEL ESQUERDO CS500 - G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43124,MANIP PARAF 16X134 - SOVAR,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
43118,MANIP PARAF 516X114 PRETO COM GRAV - SOVAR,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
83552,MT-ADESIVO G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
25772,"MT-BANDEJA 1,50X350,350 ALUM PERFURADA  73135 G.PANIZ",F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
63784,MT-CONJ. DA BANDEJA CMV30 - VENANCIO,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
70833,MT-CONJ. RASPADOR G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
83911,MT-CONJUNTO MANCAL SUPERIOR AE60 G2 - GPANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
62471,MT-CONJUNTO TAMPA DO TACHO ARSV25NR - VENANCIO,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
70296,MT-CONTROLADOR TEMP PTC INV-13903 G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
84038,MT-CUBA INOX AR-15 G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
62469,MT-EIXO DOBRADICA ARSV NR12 - VENANCIO,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
22610,MT-EIXO INF PRMQ-40 COMPLETO STYLE 31564 PROGAS,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
74876,MT-EIXO INF PRMQI-25 COMPLETO STYLE PROGAS,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
475,MT-ENGR NYLON Z 36 HELICOIDAL ALI 25 REF B5061AT - BRAESI,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
508,MT-ENGR NYLON Z 46 HELICOIDAL ALI 25 REF B5060AT - BRAESI,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
83628,MT-ETIQUETA LOGO GRANDE 01151 G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77000,MT-FLANGE TREFILA LIEMITA ESTANHO 2563G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
86805,MT-MOLA TRAVA PROGAS,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
81479,MT-MOTOR PIPOQUEIRA 127V BRAESI,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
67483,MT-PA AR15 ESTANHO REF.361 - G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
86801,MT-PINO BASCULANTE PROGAS,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
74878,MT-RASPADOR NYLON PRMQI-25 PROGAS,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
83626,MT-TAMPA GRANDE AE40/60 VER 71554 G.PANIZ,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
86803,MT-TRAVA PROGAS,F,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77018,MT-TREFILA ESPAGUETE FINO LIEMITA 619G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77016,MT-TREFILA ESPAGUETE GROSSO LIEMITA 622G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77014,MT-TREFILA ESPAGUETE MEDIO LIEMITA 627G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77012,MT-TREFILA MACARRAO FINO LIEMITA 631G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77010,MT-TREFILA MACARRAO GROSSO LIEMITA 632G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77008,MT-TREFILA TALHARIM FINO LIEMITA 645G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77006,MT-TREFILA TALHARIM GROSSO LIEMITA 647G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77004,MT-TREFILA TALHARIM GUITARRA MF 649G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
77002,MT-TREFILA TALHARIM SOBA MF 651G G.PANIZ,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
28866,PINO DO CARACOL (2557) - ARKE,T,3,76,148,Peças de reposição,Peças para máquinas de panificação,Componentes para amassadeiras
